NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
060001913169,CA-0175093-0125930,0600019,CA-0175093,06,08,Eleanor Murray Fallon,Dublin Unified,Alameda County,3601 Kohnen Way,Dublin,CA,94568,8751,(925)875-9376,21,Suburb: Large,No,No,No,†,1506.00000,61.70000,24.4000000,67.00000,8.00000
062805011961,CA-0161259-0112789,0628050,CA-0161259,06,08,Elmhurst Community Prep,Oakland Unified,Alameda County,1800 98th Ave.,Oakland,CA,94603,2702,(510)639-2888,11,City: Large,No,No,Yes,Yes,371.00000,23.70000,15.7000000,336.00000,16.00000
062805004260,CA-0161259-6001812,0628050,CA-0161259,KG,05,Emerson Elementary,Oakland Unified,Alameda County,4803 Lawton Ave.,Oakland,CA,94609,2208,(510)654-7373,11,City: Large,No,No,Yes,Yes,314.00000,12.50000,25.1000000,210.00000,22.00000
060474000436,CA-0161143-6090211,0604740,CA-0161143,KG,05,Emerson Elementary,Berkeley Unified,Alameda County,2800 Forest Ave.,Berkeley,CA,94705,1309,(510)644-6890,12,City: Midsize,No,No,Yes,Yes,320.00000,16.50000,19.4000000,106.00000,13.00000
061263001426,CA-0161168-0132746,0612630,CA-0161168,09,12,Emery Secondary,Emery Unified,Alameda County,1100 47th St.,Emeryville,CA,94608,2908,(510)601-4998,21,Suburb: Large,No,No,Yes,Yes,179.00000,14.69000,12.2000000,117.00000,15.00000
061263013526,CA-0161168-0119933,0612630,CA-0161168,–,–,Emeryville Preschool Students,Emery Unified,Alameda County,1275 - 61st St.,Emeryville,CA,94608,2132,(510)601-4000,21,Suburb: Large,No,–,†,†,†,–,†,†,†
062211002624,CA-0161200-6001259,0622110,CA-0161200,KG,05,Emma C. Smith Elementary,Livermore Valley Joint Unified,Alameda County,391 Ontario Dr.,Livermore,CA,94550,5249,(925)606-4750,23,Suburb: Small,No,No,No,†,738.00000,28.90000,25.5000000,54.00000,6.00000
060177000045,CA-0161119-0132142,0601770,CA-0161119,06,12,Encinal Junior/Senior High,Alameda Unified,Alameda County,210 Central Ave.,Alameda,CA,94501,3246,(510)748-4023,21,Suburb: Large,No,No,Yes,No,1329.00000,64.26000,20.7000000,534.00000,53.00000
062805010686,CA-0161259-0102988,0628050,CA-0161259,KG,05,EnCompass Academy Elementary,Oakland Unified,Alameda County,1025 81st Ave.,Oakland,CA,94621,2455,(510)639-3350,11,City: Large,No,No,Yes,Yes,326.00000,11.30000,28.8000000,294.00000,13.00000
062805004317,CA-0161259-6002190,0628050,CA-0161259,KG,05,Esperanza Elementary,Oakland Unified,Alameda County,10315 E St.,Oakland,CA,94603,3133,(510)639-3367,11,City: Large,No,No,Yes,Yes,352.00000,13.00000,27.1000000,306.00000,28.00000
060002009286,CA-0175101-6002323,0600020,CA-0175101,KG,05,Fairlands Elementary,Pleasanton Unified,Alameda County,4151 W. Las Positas Blvd.,Pleasanton,CA,94588,4199,(925)426-4210,13,City: Small,No,No,No,†,785.00000,29.40000,26.7000000,38.00000,6.00000
061674002113,CA-0161192-6000962,0616740,CA-0161192,KG,06,Fairview Elementary,Hayward Unified,Alameda County,PO Box 5000,Hayward,CA,94540,5000,(510)723-3830,21,Suburb: Large,No,No,Yes,Yes,567.00000,22.50000,25.2000000,352.00000,52.00000
061674005622,CA-0161192-6113815,0616740,CA-0161192,KG,08,Faith Ringgold School of Arts and Science,Hayward Unified,Alameda County,1570 Ward St.,Hayward,CA,94541,3030,(510)889-7399,12,City: Midsize,No,No,Yes,Yes,140.00000,6.15000,22.8000000,88.00000,13.00000
060002009279,CA-0175101-0130096,0600020,CA-0175101,09,12,Foothill High,Pleasanton Unified,Alameda County,4375 Foothill Rd.,Pleasanton,CA,94588,9799,(925)461-6600,13,City: Small,No,No,Yes,No,2176.00000,91.55000,23.8000000,151.00000,42.00000
061440000488,CA-0161176-6111330,0614400,CA-0161176,KG,06,Forest Park Elementary,Fremont Unified,Alameda County,34400 Maybird Cir.,Fremont,CA,94555,2917,(510)713-0141,21,Suburb: Large,No,No,No,†,1013.00000,38.00000,26.7000000,40.00000,8.00000
060177000054,CA-0161119-6090021,0601770,CA-0161119,KG,05,Frank Otis Elementary,Alameda Unified,Alameda County,3010 Fillmore St.,Alameda,CA,94501,5544,(510)748-4013,21,Suburb: Large,No,No,No,†,644.00000,26.00000,24.8000000,100.00000,11.00000
060177004337,CA-0161119-6090039,0601770,CA-0161119,KG,05,Franklin Elementary,Alameda Unified,Alameda County,1433 San Antonio Ave.,Alameda,CA,94501,4039,(510)748-4004,21,Suburb: Large,No,No,No,†,345.00000,13.00000,26.5000000,68.00000,5.00000
062805004261,CA-0161259-6001820,0628050,CA-0161259,KG,05,Franklin Elementary,Oakland Unified,Alameda County,915 Foothill Blvd.,Oakland,CA,94606,3013,(510)874-3354,11,City: Large,No,No,Yes,Yes,702.00000,27.50000,25.5000000,606.00000,31.00000
061440009139,CA-0161176-6106983,0614400,CA-0161176,KG,06,Fred E. Weibel Elementary,Fremont Unified,Alameda County,45135 S. Grimmer Blvd.,Fremont,CA,94539,6631,(510)651-6958,21,Suburb: Large,No,No,No,†,833.00000,33.00000,25.2000000,53.00000,3.00000
062805011977,CA-0161259-0112813,0628050,CA-0161259,KG,05,Fred T. Korematsu Discovery Academy,Oakland Unified,Alameda County,10315 E St.,Oakland,CA,94603,3133,(510)639-3377,11,City: Large,No,No,Yes,Yes,339.00000,14.00000,24.2000000,301.00000,12.00000
060001909275,CA-0175093-6001390,0600019,CA-0175093,KG,05,Frederiksen Elementary,Dublin Unified,Alameda County,7243 Tamarack Dr.,Dublin,CA,94568,1746,(925)828-1037,21,Suburb: Large,No,No,Yes,No,813.00000,30.80000,26.4000000,132.00000,29.00000
062805013062,CA-0161259-0125716,0628050,CA-0161259,09,12,Fremont High,Oakland Unified,Alameda County,4610 Foothill Blvd.,Oakland,CA,94601,4618,(510)434-5257,11,City: Large,No,No,Yes,Yes,827.00000,45.31000,18.3000000,760.00000,21.00000
062805004263,CA-0161259-6057020,0628050,CA-0161259,06,08,Frick Middle,Oakland Unified,Alameda County,2845 64th Ave.,Oakland,CA,94605,2027,(510)729-7736,11,City: Large,No,No,Yes,Yes,227.00000,15.35000,14.8000000,206.00000,6.00000
062805004264,CA-0161259-6001838,0628050,CA-0161259,KG,05,Fruitvale Elementary,Oakland Unified,Alameda County,3200 Boston Ave.,Oakland,CA,94602,2899,(510)535-2840,11,City: Large,No,No,Yes,Yes,367.00000,17.00000,21.6000000,304.00000,13.00000
062805012057,CA-0161259-0115576,0628050,CA-0161259,KG,05,Futures Elementary,Oakland Unified,Alameda County,6701 International Blvd.,Oakland,CA,94621,3501,(510)636-0520,11,City: Large,No,No,Yes,Yes,294.00000,13.00000,22.6000000,285.00000,6.00000
061440001689,CA-0161176-6056881,0614400,CA-0161176,07,08,G. M. Walters Junior High,Fremont Unified,Alameda County,39600 Logan Dr.,Fremont,CA,94538,1912,(510)656-7211,21,Suburb: Large,No,No,Yes,Yes,742.00000,37.00000,20.1000000,247.00000,62.00000
062805004265,CA-0161259-6001846,0628050,CA-0161259,KG,05,Garfield Elementary,Oakland Unified,Alameda County,1640 22nd Ave.,Oakland,CA,94606,4710,(510)535-2857,11,City: Large,No,No,Yes,Yes,654.00000,25.00000,26.2000000,567.00000,39.00000
063468005833,CA-0161291-6002372,0634680,CA-0161291,KG,05,Garfield Elementary,San Leandro Unified,Alameda County,13701 Bancroft Ave.,San Leandro,CA,94578,,(510)618-4300,13,City: Small,No,No,Yes,Yes,412.00000,16.60000,24.8000000,221.00000,43.00000
062805012506,CA-0161259-0119859,0628050,CA-0161259,09,12,Gateway to College at Laney College,Oakland Unified,Alameda County,900 Fallon St.,Oakland,CA,94607,4808,(510)464-3592,11,City: Large,No,No,Yes,Yes,90.00000,–,†,42.00000,1.00000
061440013675,CA-0161176-0128298,0614400,CA-0161176,KG,KG,Glankler Early Learning Center,Fremont Unified,Alameda County,39207 Sundale Dr.,Fremont,CA,94538,1916,(510)659-2542,21,Suburb: Large,No,No,†,†,0.00000,–,†,–,–
061674002114,CA-0161192-6000988,0616740,CA-0161192,KG,06,Glassbrook Elementary,Hayward Unified,Alameda County,975 Schafer Rd.,Hayward,CA,94544,3614,(510)723-3835,12,City: Midsize,No,No,Yes,Yes,537.00000,22.00000,24.4000000,363.00000,23.00000
061440001663,CA-0161176-6000624,0614400,CA-0161176,KG,06,Glenmoor Elementary,Fremont Unified,Alameda County,4620 Mattos Dr.,Fremont,CA,94536,6784,(510)797-0740,21,Suburb: Large,No,No,Yes,No,651.00000,26.00000,25.0000000,175.00000,32.00000
062805004266,CA-0161259-6001853,0628050,CA-0161259,KG,05,Glenview Elementary,Oakland Unified,Alameda County,4215 La Cresta Ave.,Oakland,CA,94602,1739,(510)531-6677,11,City: Large,No,No,Yes,No,455.00000,19.16000,23.7000000,151.00000,12.00000
062805012053,CA-0161259-0115584,0628050,CA-0161259,KG,05,Global Family,Oakland Unified,Alameda County,2035 40th Ave.,Oakland,CA,94601,4203,(510)879-1280,11,City: Large,No,No,Yes,Yes,442.00000,17.00000,26.0000000,403.00000,25.00000
062211002626,CA-0161200-0133397,0622110,CA-0161200,09,12,Granada High,Livermore Valley Joint Unified,Alameda County,400 Wall St.,Livermore,CA,94550,4066,(925)606-4800,23,Suburb: Small,No,No,No,†,2261.00000,94.30000,24.0000000,404.00000,31.00000
063471007485,CA-0161309-6002604,0634710,CA-0161309,KG,05,Grant Elementary,San Lorenzo Unified,Alameda County,879 Grant Ave.,San Lorenzo,CA,94580,1403,(510)317-3700,21,Suburb: Large,No,No,Yes,Yes,403.00000,16.00000,25.2000000,196.00000,54.00000
062805004269,CA-0161259-6001879,0628050,CA-0161259,KG,05,Grass Valley Elementary,Oakland Unified,Alameda County,4720 Dunkirk Ave.,Oakland,CA,94605,5607,(510)636-4653,11,City: Large,No,No,Yes,Yes,260.00000,11.00000,23.6000000,184.00000,9.00000
062805012055,CA-0161259-0115618,0628050,CA-0161259,KG,08,Greenleaf Elementary,Oakland Unified,Alameda County,6328 E. 17th St.,Oakland,CA,94621,3832,(510)636-1400,11,City: Large,No,No,Yes,Yes,638.00000,27.36000,23.3000000,566.00000,38.00000
062691007481,CA-0161242-6115554,0626910,CA-0161242,KG,05,Guy Jr. Emanuele Elementary,New Haven Unified,Alameda County,600 G St.,Union City,CA,94587,,(510)471-2461,21,Suburb: Large,No,No,Yes,Yes,586.00000,23.50000,24.9000000,298.00000,60.00000
062706004092,CA-0161234-6001473,0627060,CA-0161234,KG,06,H. A. Snow Elementary,Newark Unified,Alameda County,6580 Mirabeau Dr.,Newark,CA,94560,1121,(510)818-3900,21,Suburb: Large,No,No,Yes,Yes,360.00000,13.00000,27.7000000,161.00000,31.00000
061674002115,CA-0161192-6000996,0616740,CA-0161192,KG,06,Harder Elementary,Hayward Unified,Alameda County,495 Wyeth Rd.,Hayward,CA,94544,2951,(510)723-3840,12,City: Midsize,No,No,Yes,Yes,608.00000,24.00000,25.3000000,372.00000,38.00000
060001912927,CA-0175093-0123935,0600019,CA-0175093,KG,05,Harold William Kolb,Dublin Unified,Alameda County,3150 Palermo Way,Dublin,CA,94568,7326,(925)551-4000,41,Rural: Fringe,No,No,No,†,948.00000,37.00000,25.6000000,69.00000,7.00000
060002009289,CA-0175101-6066500,0600020,CA-0175101,06,08,Harvest Park Middle,Pleasanton Unified,Alameda County,4900 Valley Ave.,Pleasanton,CA,94566,5399,(925)426-4444,13,City: Small,No,No,No,†,1189.00000,49.77000,23.9000000,69.00000,11.00000
060002013494,CA-0175101-0122986,0600020,CA-0175101,–,–,Harvest Park Preschool Center,Pleasanton Unified,Alameda County,4900 Valley Ave.,Pleasanton,CA,94566,5399,(925)462-3325,13,City: Small,No,–,†,†,†,–,†,†,†
061440001665,CA-0161176-6000640,0614400,CA-0161176,KG,06,Harvey Green Elementary,Fremont Unified,Alameda County,42875 Gatewood St.,Fremont,CA,94538,4131,(510)656-6438,21,Suburb: Large,No,No,Yes,No,510.00000,20.00000,25.5000000,125.00000,16.00000
063033004730,CA-0161275-6002299,0630330,CA-0161275,KG,05,Havens Elementary,Piedmont City Unified,Alameda County,323 Highland Ave.,Piedmont,CA,94611,4023,(510)594-2699,21,Suburb: Large,No,No,Yes,No,476.00000,21.20000,22.5000000,6.00000,0.00000
061674002116,CA-0161192-0133629,0616740,CA-0161192,09,12,Hayward High,Hayward Unified,Alameda County,PO Box 5000,Hayward,CA,94540,5000,(510)723-3170,12,City: Midsize,No,No,Yes,Yes,1607.00000,71.68000,22.4000000,980.00000,161.00000
060177000047,CA-0161119-6090047,0601770,CA-0161119,KG,05,Henry Haight Elementary,Alameda Unified,Alameda County,2025 Santa Clara Ave.,Alameda,CA,94501,2720,(510)748-4005,21,Suburb: Large,No,No,Yes,Yes,554.00000,22.00000,25.2000000,258.00000,18.00000
060002006951,CA-0175101-6114318,0600020,CA-0175101,KG,05,Henry P. Mohr Elementary,Pleasanton Unified,Alameda County,3300 Dennis Dr.,Pleasanton,CA,94588,8377,(925)426-4256,13,City: Small,No,No,No,†,629.00000,25.50000,24.7000000,28.00000,1.00000
063471005852,CA-0161309-6002612,0634710,CA-0161309,KG,05,Hesperian Elementary,San Lorenzo Unified,Alameda County,620 Drew St.,San Lorenzo,CA,94580,1046,(510)317-5200,21,Suburb: Large,No,No,Yes,Yes,589.00000,26.00000,22.7000000,410.00000,55.00000
061674013823,CA-0161192-0131334,0616740,CA-0161192,KG,12,Highland,Hayward Unified,Alameda County,2021 Highland Blvd.,Hayward,CA,94540,0001,(510)723-3845,12,City: Midsize,No,No,Yes,Yes,25.00000,3.00000,8.3000000,19.00000,2.00000
062805004275,CA-0161259-6001911,0628050,CA-0161259,KG,08,Hillcrest Elementary,Oakland Unified,Alameda County,30 Marguerite Dr.,Oakland,CA,94618,2230,(510)879-1270,11,City: Large,No,No,No,†,387.00000,15.80000,24.5000000,28.00000,0.00000
063471005853,CA-0161309-6002620,0634710,CA-0161309,KG,05,Hillside Elementary,San Lorenzo Unified,Alameda County,15980 Marcella St.,San Leandro,CA,94578,2122,(510)317-5300,21,Suburb: Large,No,No,Yes,Yes,452.00000,19.00000,23.8000000,351.00000,36.00000
062691004071,CA-0161242-6001606,0626910,CA-0161242,KG,05,Hillview Crest Elementary,New Haven Unified,Alameda County,31410 Wheelon Ave.,Hayward,CA,94544,7662,(510)471-5720,12,City: Midsize,No,No,Yes,Yes,540.00000,23.20000,23.3000000,311.00000,76.00000
062805012610,CA-0161259-0121376,0628050,CA-0161259,KG,12,Home and Hospital Program,Oakland Unified,Alameda County,1011 Union St.,Oakland,CA,94607,4808,(510)879-8419,11,City: Large,No,No,No,†,7.00000,0.20000,35.0000000,–,–
062805004276,CA-0161259-6057046,0628050,CA-0161259,KG,05,Hoover Elementary,Oakland Unified,Alameda County,890 Brockhurst St.,Oakland,CA,94608,4318,(510)879-1700,11,City: Large,No,No,Yes,Yes,278.00000,10.50000,26.5000000,258.00000,7.00000
062805004277,CA-0161259-6001929,0628050,CA-0161259,KG,05,Horace Mann Elementary,Oakland Unified,Alameda County,5222 Ygnacio Ave.,Oakland,CA,94601,5422,(510)879-1360,11,City: Large,No,No,Yes,Yes,345.00000,14.00000,24.6000000,318.00000,7.00000
062805004249,CA-0161259-6001713,0628050,CA-0161259,KG,05,Howard Elementary,Oakland Unified,Alameda County,8755 Fontaine St.,Oakland,CA,94605,4197,(510)639-3244,11,City: Large,No,No,Yes,Yes,214.00000,11.00000,19.5000000,181.00000,9.00000
060780009342,CA-0161150-6090393,0607800,CA-0161150,KG,05,Independent Elementary,Castro Valley Unified,Alameda County,PO Box 2146,Castro Valley,CA,94546,,(510)537-9558,21,Suburb: Large,No,No,No,†,660.00000,25.00000,26.4000000,95.00000,16.00000
062805005701,CA-0161259-6114011,0628050,CA-0161259,KG,12,Independent Study Sojourner Truth,Oakland Unified,Alameda County,8251 Fontaine St.,Oakland,CA,94605,4109,(510)729-4308,11,City: Large,No,No,Yes,Yes,147.00000,11.00000,13.4000000,107.00000,4.00000
062805012842,CA-0161259-0121210,0628050,CA-0161259,–,–,Infant and Preschool Program,Oakland Unified,Alameda County,3550 64th Ave.,Oakland,CA,94605,1802,(510)729-7771,11,City: Large,No,–,†,†,†,–,†,†,†
062805008678,CA-0161259-6118616,0628050,CA-0161259,KG,05,International Community,Oakland Unified,Alameda County,2825 International Blvd.,Oakland,CA,94601,1543,(510)532-5400,11,City: Large,No,No,Yes,Yes,306.00000,12.00000,25.5000000,268.00000,9.00000
061440001671,CA-0161176-0134270,0614400,CA-0161176,09,12,Irvington High,Fremont Unified,Alameda County,41800 Blacow Rd.,Fremont,CA,94538,3353,(510)656-5711,21,Suburb: Large,No,Yes,No,†,2360.00000,100.02000,23.6000000,305.00000,53.00000
060177000048,CA-0161119-0134304,0601770,CA-0161119,09,12,Island High (Continuation),Alameda Unified,Alameda County,500 Pacific Ave.,Alameda,CA,94501,2125,(510)748-4024,21,Suburb: Large,No,No,Yes,No,111.00000,9.46000,11.7000000,54.00000,4.00000
062691004066,CA-0161242-6068266,0626910,CA-0161242,06,08,Itliong-Vera Cruz,New Haven Unified,Alameda County,31604 Alvarado Blvd.,Union City,CA,94587,5802,(510)489-0700,21,Suburb: Large,No,No,Yes,No,1378.00000,55.30000,24.9000000,429.00000,128.00000
061440001662,CA-0161176-6000665,0614400,CA-0161176,KG,06,J. Haley Durham Elementary,Fremont Unified,Alameda County,40292 Leslie St.,Fremont,CA,94538,3520,(510)657-7080,21,Suburb: Large,No,No,Yes,No,662.00000,26.00000,25.5000000,140.00000,44.00000
060001913862,CA-0175093-0131615,0600019,CA-0175093,KG,05,J. M. Amador Elementary,Dublin Unified,Alameda County,2100 E. Cantara Dr.,Dublin,CA,94568,6700,(925)307-1950,41,Rural: Fringe,No,No,No,†,968.00000,39.00000,24.8000000,17.00000,0.00000
062211002627,CA-0161200-6001283,0622110,CA-0161200,KG,05,Jackson Avenue Elementary,Livermore Valley Joint Unified,Alameda County,554 Jackson Ave.,Livermore,CA,94550,3434,(925)606-4717,23,Suburb: Small,No,No,Yes,Yes,552.00000,23.30000,23.7000000,209.00000,17.00000
062706004081,CA-0161234-6001481,0627060,CA-0161234,KG,06,James A. Graham Elementary,Newark Unified,Alameda County,36270 Cherry St.,Newark,CA,94560,2318,(510)818-3300,21,Suburb: Large,No,No,Yes,Yes,412.00000,15.00000,27.5000000,245.00000,31.00000
060001908443,CA-0175093-6118038,0600019,CA-0175093,KG,05,James Dougherty Elementary,Dublin Unified,Alameda County,5301 Hibernia Dr.,Dublin,CA,94568,3164,(925)803-4444,21,Suburb: Large,No,No,No,†,957.00000,38.80000,24.7000000,33.00000,1.00000
061440001673,CA-0161176-6000673,0614400,CA-0161176,KG,03,James Leitch Elementary,Fremont Unified,Alameda County,47100 Fernald St.,Fremont,CA,94539,7005,(510)657-6100,21,Suburb: Large,No,No,No,†,902.00000,41.00000,22.0000000,36.00000,2.00000
062691004072,CA-0161242-0134668,0626910,CA-0161242,09,12,James Logan High,New Haven Unified,Alameda County,1800 H St.,Union City,CA,94587,3321,(510)471-2520,21,Suburb: Large,No,No,Yes,Yes,3735.00000,153.38000,24.4000000,1360.00000,374.00000
060474000441,CA-0161143-6090252,0604740,CA-0161143,KG,05,Jefferson Elementary,Berkeley Unified,Alameda County,1400 Ada St.,Berkeley,CA,94702,1217,(510)644-6298,12,City: Midsize,No,No,No,†,408.00000,19.70000,20.7000000,111.00000,19.00000
063468005834,CA-0161291-6002398,0634680,CA-0161291,KG,05,Jefferson Elementary,San Leandro Unified,Alameda County,13701 Bancroft Ave.,San Leandro,CA,94578,,(510)618-4310,13,City: Small,No,No,Yes,Yes,609.00000,25.00000,24.4000000,397.00000,80.00000
060780004339,CA-0161150-6113005,0607800,CA-0161150,KG,05,Jensen Ranch Elementary,Castro Valley Unified,Alameda County,PO Box 2146,Castro Valley,CA,94546,,(510)537-6365,21,Suburb: Large,No,No,No,†,420.00000,15.00000,28.0000000,30.00000,8.00000
062805004280,CA-0161259-6001945,0628050,CA-0161259,KG,05,Joaquin Miller Elementary,Oakland Unified,Alameda County,5525 Ascot Dr.,Oakland,CA,94611,3001,(510)531-6688,11,City: Large,No,No,No,†,435.00000,19.00000,22.9000000,124.00000,14.00000
062211002628,CA-0161200-6001291,0622110,CA-0161200,KG,08,Joe Michell,Livermore Valley Joint Unified,Alameda County,1001 Elaine Ave.,Livermore,CA,94550,5414,(925)606-4738,23,Suburb: Small,No,No,No,†,799.00000,35.17000,22.7000000,149.00000,36.00000
061440001656,CA-0161176-6000541,0614400,CA-0161176,KG,06,John Blacow Elementary,Fremont Unified,Alameda County,40404 Sundale Dr.,Fremont,CA,94538,3314,(510)656-5121,21,Suburb: Large,No,No,Yes,No,461.00000,23.00000,20.0000000,153.00000,44.00000
062706004082,CA-0161234-6001507,0627060,CA-0161234,KG,06,John F. Kennedy Elementary,Newark Unified,Alameda County,35430 Blackburn Dr.,Newark,CA,94560,1312,(510)818-3400,21,Suburb: Large,No,No,No,†,390.00000,11.50000,33.9000000,100.00000,13.00000
061440001672,CA-0161176-0134452,0614400,CA-0161176,09,12,John F. Kennedy High,Fremont Unified,Alameda County,39999 Blacow Rd.,Fremont,CA,94538,1913,(510)657-4070,21,Suburb: Large,No,No,Yes,Yes,1379.00000,65.67000,21.0000000,408.00000,119.00000
061440001675,CA-0161176-6000723,0614400,CA-0161176,KG,06,John G. Mattos Elementary,Fremont Unified,Alameda County,37944 Farwell Dr.,Fremont,CA,94536,7008,(510)793-1359,21,Suburb: Large,No,Yes,No,†,636.00000,28.00000,22.7000000,76.00000,12.00000
061440001664,CA-0161176-6066468,0614400,CA-0161176,KG,06,John Gomes Elementary,Fremont Unified,Alameda County,555 Lemos Ln.,Fremont,CA,94539,3750,(510)656-3414,21,Suburb: Large,No,No,No,†,778.00000,34.00000,22.9000000,41.00000,9.00000
060001912078,CA-0175093-0114579,0600019,CA-0175093,KG,05,John Green Elementary,Dublin Unified,Alameda County,3300 Antone Way,Dublin,CA,94568,7550,(925)833-4200,21,Suburb: Large,No,No,No,†,851.00000,33.10000,25.7000000,28.00000,4.00000
061440001670,CA-0161176-6056907,0614400,CA-0161176,07,08,John M. Horner Junior High,Fremont Unified,Alameda County,41365 Chapel Way,Fremont,CA,94538,4202,(510)656-4000,21,Suburb: Large,No,No,No,†,1212.00000,50.00000,24.2000000,156.00000,23.00000
060474008119,CA-0161143-6105316,0604740,CA-0161143,KG,05,John Muir Elementary,Berkeley Unified,Alameda County,2955 Claremont Ave.,Berkeley,CA,94705,2449,(510)644-6410,12,City: Midsize,No,No,Yes,Yes,296.00000,13.76000,21.5000000,100.00000,16.00000
063468005839,CA-0161291-6066518,0634680,CA-0161291,06,08,John Muir Middle,San Leandro Unified,Alameda County,13701 Bancroft Ave.,San Leandro,CA,94578,,(510)618-4400,13,City: Small,No,No,Yes,Yes,995.00000,43.65000,22.8000000,520.00000,128.00000
061440001655,CA-0161176-6000681,0614400,CA-0161176,KG,06,Joseph Azevada Elementary,Fremont Unified,Alameda County,39450 Royal Palm Dr.,Fremont,CA,94538,1843,(510)657-3900,21,Suburb: Large,No,No,Yes,No,633.00000,28.00000,22.6000000,104.00000,31.00000
061440001661,CA-0161176-6090526,0614400,CA-0161176,KG,06,Joshua Chadbourne Elementary,Fremont Unified,Alameda County,801 Plymouth Ave.,Fremont,CA,94539,4637,(510)656-5242,21,Suburb: Large,No,No,No,†,747.00000,30.00000,24.9000000,39.00000,1.00000
062211002622,CA-0161200-6001234,0622110,CA-0161200,KG,08,Junction K-8,Livermore Valley Joint Unified,Alameda County,298 Junction Ave.,Livermore,CA,94551,5903,(925)606-4720,23,Suburb: Small,No,No,Yes,Yes,888.00000,43.00000,20.7000000,546.00000,27.00000
062805004273,CA-0161259-6001895,0628050,CA-0161259,KG,05,Kaiser Elementary,Oakland Unified,Alameda County,25 S. Hill Ct.,Oakland,CA,94618,2306,(510)549-4900,11,City: Large,No,No,No,†,274.00000,11.00000,24.9000000,67.00000,1.00000
062805004284,CA-0161259-6096523,0628050,CA-0161259,KG,08,La Escuelita Elementary,Oakland Unified,Alameda County,1100 Third Ave.,Oakland,CA,94606,2227,(510)874-7762,11,City: Large,No,No,Yes,Yes,417.00000,17.33000,24.1000000,348.00000,30.00000
062805004287,CA-0161259-6001994,0628050,CA-0161259,KG,05,Laurel Elementary,Oakland Unified,Alameda County,3750 Brown Ave.,Oakland,CA,94619,1406,(510)531-6868,11,City: Large,No,No,Yes,Yes,510.00000,20.00000,25.5000000,368.00000,43.00000
062211014134,CA-0161200-0135376,0622110,CA-0161200,KG,05,Lawrence Elementary,Livermore Valley Joint Unified,Alameda County,2451 Portola Ave.,Livermore,CA,94551,1756,(925)960-2923,23,Suburb: Small,No,No,No,†,321.00000,14.00000,22.9000000,37.00000,0.00000
062211000052,CA-0161200-6110332,0622110,CA-0161200,KG,05,Leo R. Croce Elementary,Livermore Valley Joint Unified,Alameda County,5650 Scenic Ave.,Livermore,CA,94551,1224,(925)606-4706,23,Suburb: Small,No,No,No,†,610.00000,25.00000,24.4000000,130.00000,17.00000
062805008676,CA-0161259-0130575,0628050,CA-0161259,06,12,LIFE Academy,Oakland Unified,Alameda County,2101 35th Ave.,Oakland,CA,94601,3124,(510)534-0282,11,City: Large,No,No,Yes,Yes,464.00000,26.00000,17.8000000,391.00000,36.00000
062805004289,CA-0161259-6002018,0628050,CA-0161259,KG,05,Lincoln Elementary,Oakland Unified,Alameda County,225 11th St.,Oakland,CA,94607,4409,(510)874-3372,11,City: Large,No,No,Yes,Yes,744.00000,28.50000,26.1000000,521.00000,50.00000
062706004083,CA-0161234-6001523,0627060,CA-0161234,KG,06,Lincoln Elementary,Newark Unified,Alameda County,36111 BettenCt. St.,Newark,CA,94560,2101,(510)818-3500,21,Suburb: Large,No,No,Yes,Yes,388.00000,14.50000,26.8000000,177.00000,30.00000
063468005835,CA-0161291-0134528,0634680,CA-0161291,09,12,Lincoln High (Continuation),San Leandro Unified,Alameda County,13701 Bancroft Ave.,San Leandro,CA,94578,9457,(510)618-4460,13,City: Small,No,No,Yes,No,155.00000,9.00000,17.2000000,95.00000,11.00000
060177000049,CA-0161119-6090054,0601770,CA-0161119,06,08,Lincoln Middle,Alameda Unified,Alameda County,1250 Fernside Blvd.,Alameda,CA,94501,4808,(510)748-4018,21,Suburb: Large,No,No,No,†,873.00000,40.73000,21.4000000,130.00000,20.00000
062211002630,CA-0161200-0134536,0622110,CA-0161200,09,12,Livermore High,Livermore Valley Joint Unified,Alameda County,600 Maple St.,Livermore,CA,94550,3298,(925)606-4812,23,Suburb: Small,No,No,No,†,1936.00000,84.49000,22.9000000,407.00000,43.00000
060474000446,CA-0161143-6090294,0604740,CA-0161143,06,08,Longfellow Arts and Technology Middle,Berkeley Unified,Alameda County,1500 Derby St.,Berkeley,CA,94703,1817,(510)644-6360,12,City: Midsize,No,Yes,Yes,Yes,498.00000,28.36000,17.6000000,246.00000,35.00000
061674002120,CA-0161192-6001044,0616740,CA-0161192,KG,06,Longwood Elementary,Hayward Unified,Alameda County,850 Longwood Ave.,Hayward,CA,94541,7151,(510)723-3850,12,City: Midsize,No,No,Yes,Yes,663.00000,27.00000,24.6000000,427.00000,36.00000
